Replicon_name	Species_Id	Lineage
ACWU001.D.00002.P004	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P005	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P006	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P007	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P008	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P009	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P010	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P011	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P012	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P013	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P014	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P015	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACWU001.D.00002.P016	ACWU001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ACXY001.D.00001.C001	ACXY001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00001.P002	ACXY001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00001.P003	ACXY001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00002.C001	ACXY001.D.00002	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00003.C001	ACXY001.D.00003	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00004.C001	ACXY001.D.00004	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00004.P002	ACXY001.D.00004	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00005.C001	ACXY001.D.00005	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00005.P002	ACXY001.D.00005	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00006.C001	ACXY001.D.00006	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ACXY001.D.00007.C001	ACXY001.D.00007	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
ADEQ001.D.00001.C001	ADEQ001.D.00001	Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia
ADKA001.D.00001.C001	ADKA001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
ADKA001.D.00001.P002	ADKA001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
ADMI001.D.00001.C001	ADMI001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
ADMI001.D.00001.P002	ADMI001.D.00001	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
AEBA001.D.00001.C001	AEBA001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae
AECA001.D.00001.C001	AECA001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00002.C001	AECA001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00003.C001	AECA001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00004.C001	AECA001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00004.P002	AECA001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00004.P003	AECA001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00004.P004	AECA001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECA001.D.00005.C001	AECA001.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AECH001.D.00001.C001	AECH001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEDH001.D.00001.C001	AEDH001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEEN001.D.00001.C001	AEEN001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEER001.D.00001.C001	AEER001.D.00001	Bacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium
AEHY001.D.00001.C001	AEHY001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00002.C001	AEHY001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00003.C001	AEHY001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00004.C001	AEHY001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00005.C001	AEHY001.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00006.C001	AEHY001.D.00006	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00007.C001	AEHY001.D.00007	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00008.C001	AEHY001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00008.P002	AEHY001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00008.P003	AEHY001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00008.P004	AEHY001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00009.C001	AEHY001.D.00009	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00010.C001	AEHY001.D.00010	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00011.C001	AEHY001.D.00011	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00011.P002	AEHY001.D.00011	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00011.P003	AEHY001.D.00011	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00011.P004	AEHY001.D.00011	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00012.C001	AEHY001.D.00012	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00012.P002	AEHY001.D.00012	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00012.P003	AEHY001.D.00012	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00012.P004	AEHY001.D.00012	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00012.P005	AEHY001.D.00012	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00013.C001	AEHY001.D.00013	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00014.C001	AEHY001.D.00014	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00014.P002	AEHY001.D.00014	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00015.C001	AEHY001.D.00015	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.C001	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P002	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P003	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P004	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P005	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P006	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00016.P007	AEHY001.D.00016	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00017.C001	AEHY001.D.00017	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00018.C001	AEHY001.D.00018	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00019.C001	AEHY001.D.00019	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00020.C001	AEHY001.D.00020	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00020.P002	AEHY001.D.00020	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00021.C001	AEHY001.D.00021	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00021.P002	AEHY001.D.00021	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00022.C001	AEHY001.D.00022	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEHY001.D.00022.P002	AEHY001.D.00022	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEME001.D.00001.C001	AEME001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEME001.D.00001.P002	AEME001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEPA001.D.00001.C001	AEPA001.D.00001	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus
AERI001.D.00001.C001	AERI001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA001.D.00001.C001	AESA001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AESA002.D.00001.C001	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00001.P002	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00001.P003	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00001.P004	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00001.P005	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00001.P006	AESA002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00002.C001	AESA002.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00002.P002	AESA002.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00002.P003	AESA002.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00002.P004	AESA002.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00002.P005	AESA002.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.C001	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.P002	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.P003	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.P004	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.P005	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00003.P006	AESA002.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00004.C001	AESA002.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00004.P002	AESA002.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00004.P003	AESA002.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00004.P004	AESA002.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00004.P005	AESA002.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.C001	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.P002	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.P003	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.P004	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.P005	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00005.P006	AESA002.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00006.C001	AESA002.D.00006	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00006.P002	AESA002.D.00006	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00006.P003	AESA002.D.00006	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00007.C001	AESA002.D.00007	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00008.C001	AESA002.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESA002.D.00009.C001	AESA002.D.00009	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESC001.D.00001.C001	AESC001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP001.D.00001.C001	AESP001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP001.D.00001.P002	AESP001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP001.D.00001.P003	AESP001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.C001	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.P002	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.P003	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.P004	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.P005	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP002.D.00001.P006	AESP002.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP003.D.00001.C001	AESP003.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP003.D.00001.P002	AESP003.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP003.D.00001.P003	AESP003.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP003.D.00001.P004	AESP003.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP004.D.00001.C001	AESP004.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP004.D.00001.P002	AESP004.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP004.D.00001.P003	AESP004.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP004.D.00001.P004	AESP004.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP004.D.00001.P005	AESP004.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP005.D.00001.C001	AESP005.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP005.D.00001.P002	AESP005.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP006.D.00001.C001	AESP006.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP006.D.00001.P002	AESP006.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP007.D.00001.C001	AESP007.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP008.D.00001.C001	AESP008.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AESP009.D.00001.C001	AESP009.D.00001	Bacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium
AESP010.D.00001.C001	AESP010.D.00001	Bacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium
AESP011.D.00001.C001	AESP011.D.00001	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita
AESU001.D.00001.C001	AESU001.D.00001	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita
AEUR001.D.00001.C001	AEUR001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEUR002.D.00001.C001	AEUR002.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEUR002.D.00002.C001	AEUR002.D.00002	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEUR003.D.00001.C001	AEUR003.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEUR003.D.00002.C001	AEUR003.D.00002	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AEVE001.D.00001.C001	AEVE001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00002.C001	AEVE001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00003.C001	AEVE001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00003.P002	AEVE001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00004.C001	AEVE001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00005.C001	AEVE001.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00006.C001	AEVE001.D.00006	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00007.C001	AEVE001.D.00007	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00007.P002	AEVE001.D.00007	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00008.C001	AEVE001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00008.P002	AEVE001.D.00008	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVE001.D.00009.C001	AEVE001.D.00009	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
AEVI001.D.00001.C001	AEVI001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
AGAC001.D.00001.C001	AGAC001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAC001.D.00002.C001	AGAC001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAC001.D.00003.C001	AGAC001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAC001.D.00004.C001	AGAC001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAC001.D.00005.C001	AGAC001.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAP001.D.00001.C001	AGAP001.D.00001	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAP001.D.00002.C001	AGAP001.D.00002	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAP001.D.00003.C001	AGAP001.D.00003	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAP001.D.00004.C001	AGAP001.D.00004	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAP001.D.00005.C001	AGAP001.D.00005	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter
AGAU001.D.00001.C001	AGAU001.D.00001	Bacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces
AGFA001.D.00001.C001	AGFA001.D.00001	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
AGFA001.D.00001.C002	AGFA001.D.00001	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
AGFA001.D.00001.P003	AGFA001.D.00001	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
AGFA001.D.00001.P004	AGFA001.D.00001	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
AGFA001.D.00002.C001	AGFA001.D.00002	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
AGFA001.D.00002.C002	AGFA001.D.00002	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex
