Replicon_name	Species_Id	Lineage
LAPL001.D.00057.P002	LAPL001.D.00057	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00057.P003	LAPL001.D.00057	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00058.C001	LAPL001.D.00058	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00058.P002	LAPL001.D.00058	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00058.P003	LAPL001.D.00058	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00059.C001	LAPL001.D.00059	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00059.P002	LAPL001.D.00059	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00060.C001	LAPL001.D.00060	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00061.C001	LAPL001.D.00061	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00062.C001	LAPL001.D.00062	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00062.P002	LAPL001.D.00062	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00063.C001	LAPL001.D.00063	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00063.P002	LAPL001.D.00063	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00063.P003	LAPL001.D.00063	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00063.P004	LAPL001.D.00063	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00064.C001	LAPL001.D.00064	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00064.P002	LAPL001.D.00064	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00065.C001	LAPL001.D.00065	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00065.P002	LAPL001.D.00065	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00066.C001	LAPL001.D.00066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00066.P002	LAPL001.D.00066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00066.P003	LAPL001.D.00066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00066.P004	LAPL001.D.00066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.C001	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.P002	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.P003	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.P004	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.P005	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00067.P006	LAPL001.D.00067	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.C001	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.P002	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.P003	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.P004	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.P005	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00068.P006	LAPL001.D.00068	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00069.C001	LAPL001.D.00069	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00069.P002	LAPL001.D.00069	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00069.P003	LAPL001.D.00069	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00069.P004	LAPL001.D.00069	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.C001	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.P002	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.P003	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.P004	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.P005	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00070.P006	LAPL001.D.00070	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00071.C001	LAPL001.D.00071	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00071.P002	LAPL001.D.00071	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00071.P003	LAPL001.D.00071	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00071.P004	LAPL001.D.00071	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00071.P005	LAPL001.D.00071	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00072.C001	LAPL001.D.00072	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00072.P002	LAPL001.D.00072	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00072.P003	LAPL001.D.00072	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00072.P004	LAPL001.D.00072	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00072.P005	LAPL001.D.00072	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00073.C001	LAPL001.D.00073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00073.P002	LAPL001.D.00073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00073.P003	LAPL001.D.00073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00074.C001	LAPL001.D.00074	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00074.P002	LAPL001.D.00074	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00074.P003	LAPL001.D.00074	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00074.P004	LAPL001.D.00074	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00074.P005	LAPL001.D.00074	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00075.C001	LAPL001.D.00075	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00076.C001	LAPL001.D.00076	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00076.P002	LAPL001.D.00076	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00076.P003	LAPL001.D.00076	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00076.P004	LAPL001.D.00076	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00076.P005	LAPL001.D.00076	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.C001	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.P002	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.P003	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.P004	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.P005	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00077.P006	LAPL001.D.00077	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.C001	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P002	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P003	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P004	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P005	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P006	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00078.P007	LAPL001.D.00078	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.C001	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P002	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P003	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P004	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P005	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P006	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P007	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00079.P008	LAPL001.D.00079	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.C001	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.P002	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.P003	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.P004	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.P005	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00080.P006	LAPL001.D.00080	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00081.C001	LAPL001.D.00081	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00081.P002	LAPL001.D.00081	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00081.P003	LAPL001.D.00081	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00081.P004	LAPL001.D.00081	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00081.P005	LAPL001.D.00081	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00082.C001	LAPL001.D.00082	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00082.P002	LAPL001.D.00082	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00082.P003	LAPL001.D.00082	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00082.P004	LAPL001.D.00082	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00082.P005	LAPL001.D.00082	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00083.C001	LAPL001.D.00083	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00083.P002	LAPL001.D.00083	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00083.P003	LAPL001.D.00083	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00084.C001	LAPL001.D.00084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00084.P002	LAPL001.D.00084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00084.P003	LAPL001.D.00084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00084.P004	LAPL001.D.00084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00084.P005	LAPL001.D.00084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.C001	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.P002	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.P003	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.P004	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.P005	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00085.P006	LAPL001.D.00085	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00086.C001	LAPL001.D.00086	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00086.P002	LAPL001.D.00086	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00086.P003	LAPL001.D.00086	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00086.P004	LAPL001.D.00086	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00086.P005	LAPL001.D.00086	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00087.C001	LAPL001.D.00087	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00088.C001	LAPL001.D.00088	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00088.P002	LAPL001.D.00088	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.C001	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P002	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P003	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P004	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P005	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P006	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00089.P007	LAPL001.D.00089	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00090.C001	LAPL001.D.00090	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00090.P002	LAPL001.D.00090	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00090.P003	LAPL001.D.00090	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00090.P004	LAPL001.D.00090	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00090.P005	LAPL001.D.00090	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00091.C001	LAPL001.D.00091	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00091.P002	LAPL001.D.00091	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00091.P003	LAPL001.D.00091	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00091.P004	LAPL001.D.00091	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00091.P005	LAPL001.D.00091	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.C001	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.P002	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.P003	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.P004	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.P005	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00092.P006	LAPL001.D.00092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.C001	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P002	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P003	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P004	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P005	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P006	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P007	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P008	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P009	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P010	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00093.P011	LAPL001.D.00093	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LAPL001.D.00094.C001	LAPL001.D.00094	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARA001.D.00001.C001	LARA001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
LARA001.D.00001.P002	LARA001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
LARA001.D.00001.P003	LARA001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
LARE001.D.00001.C001	LARE001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00002.C001	LARE001.D.00002	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00003.C001	LARE001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00003.P002	LARE001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00003.P003	LARE001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00003.P004	LARE001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00003.P005	LARE001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00004.C001	LARE001.D.00004	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00004.P002	LARE001.D.00004	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00004.P003	LARE001.D.00004	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.C001	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P002	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P003	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P004	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P005	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P006	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00005.P007	LARE001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00006.C001	LARE001.D.00006	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00007.C001	LARE001.D.00007	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00008.C001	LARE001.D.00008	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00009.C001	LARE001.D.00009	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00010.C001	LARE001.D.00010	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00011.C001	LARE001.D.00011	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00012.C001	LARE001.D.00012	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARE001.D.00013.C001	LARE001.D.00013	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00001.C001	LARH001.D.00001	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00002.C001	LARH001.D.00002	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00003.C001	LARH001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00003.P002	LARH001.D.00003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00004.C001	LARH001.D.00004	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00005.C001	LARH001.D.00005	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00006.C001	LARH001.D.00006	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00007.C001	LARH001.D.00007	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LARH001.D.00008.C001	LARH001.D.00008	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
